REGIAO:;N
UF:;TO
ESTACAO:;PEDRO AFONSO
CODIGO (WMO):;A020
LATITUDE:;-8,9686111
LONGITUDE:;-48,17722221
ALTITUDE:;189,71
DATA DE FUNDACAO:;23/01/07
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2024/01/02;1700 UTC;0;989,6;990,4;989,6;993;26,3;24,4;26,3;25,1;24,4;23,3;90;88;89;24;3;1,3;
2024/01/02;1800 UTC;0;988,6;989,6;988,6;1139,7;26,9;24;27;26,3;24,4;23,7;89;84;84;357;6,5;3;
2024/01/02;1900 UTC;0;988,2;988,6;988,2;1649,3;27,4;23,2;27,6;26,9;24,1;23;84;78;78;5;7,1;2,6;
2024/01/02;2000 UTC;0;988,1;988,2;987,9;1557;28;22,8;28,2;27,3;23,7;22,6;78;72;74;2;7,9;3,4;
2024/01/02;2100 UTC;0;988,5;988,5;988;369,6;26,6;23,2;28;26,6;23,2;22,3;81;73;81;6;7,8;2,1;
2024/01/02;2200 UTC;0;989,3;989,3;988,5;13,5;26;23,2;26,6;26;23,3;23,1;85;81;85;9;6,7;1,4;
2024/01/02;2300 UTC;0;989,8;989,8;989,3;;25;23,1;26,1;25;23,2;23,1;90;84;90;48;4,1;1,4;
2024/01/03;0000 UTC;0;990,7;990,7;989,8;;24,7;22,7;25;24,7;23,2;22,6;90;87;89;51;3,9;,3;
2024/01/03;0100 UTC;0;990,7;990,8;990,6;;24,3;22,8;24,7;24,3;22,8;22,6;91;89;91;98;2,2;,8;
2024/01/03;0200 UTC;0;991;991;990,6;;24,2;22,7;24,3;24,2;22,9;22,7;92;91;92;49;2,4;,2;
2024/01/03;0300 UTC;0;991;991,1;991;;24,2;22,8;24,2;24,1;22,8;22,7;92;92;92;31;2,6;,6;
2024/01/03;0400 UTC;0;990,6;991;990,6;;24;22,8;24,2;24;22,8;22,7;93;92;93;57;2,9;,5;
2024/01/03;0500 UTC;0;990,4;990,6;990,3;;24;22,8;24,1;24;22,9;22,8;93;93;93;64;1,6;,1;
2024/01/03;0600 UTC;0;989,9;990,4;989,9;;24,1;22,9;24,1;23,9;22,9;22,8;93;93;93;22;1,4;0;
2024/01/03;0700 UTC;0;989,7;989,9;989,7;;24;22,8;24,2;23,9;23;22,7;93;93;93;330;1,8;,6;
2024/01/03;0800 UTC;0;989,7;989,7;989,6;;24;22,8;24;23,9;22,8;22,7;94;93;93;347;2,5;,9;
2024/01/03;0900 UTC;0;990,3;990,3;989,7;2,9;23,6;22,6;24;23,6;22,8;22,6;94;93;94;29;2,5;,4;
2024/01/03;1000 UTC;0;991,1;991,1;990,3;205,1;24,6;23,3;24,6;23,6;23,3;22,6;94;92;92;35;2,4;,5;
2024/01/03;1100 UTC;0;991,5;991,5;991,1;980,5;26,3;23,5;26,3;24,6;23,6;23,2;92;85;85;12;4,3;1,4;
2024/01/03;1200 UTC;0;992,3;992,3;991,5;1204,9;26,6;23,2;26,9;26;23,8;23;85;82;82;350;4,6;2,1;
2024/01/03;1300 UTC;0;992,5;992,5;992,3;2093,5;28,4;23,4;28,5;26,6;23,8;23;82;73;74;12;4,9;2;
2024/01/03;1400 UTC;0;991,9;992,5;991,9;2386,2;29,5;22,7;29,7;28,2;23,8;22,5;75;67;67;9;4,4;1,7;
2024/01/03;1500 UTC;0;991;991,9;991;2949;30,7;22,7;30,9;29,3;23,6;22,2;70;61;62;359;6,4;1,8;
2024/01/03;1600 UTC;0;989,5;991;989,5;2357,8;31,5;22,6;31,6;30,5;23,2;21,4;64;56;59;357;5,9;1,3;
2024/01/03;1700 UTC;0;988,4;989,5;988,4;2734,2;32;22,8;32,6;30,7;23,5;21,5;62;55;58;333;6,3;3;
2024/01/03;1800 UTC;0;987,3;988,4;987,3;3013,1;33,2;21,8;33,6;31,5;23,2;21;60;49;51;320;6,1;1,8;
2024/01/03;1900 UTC;0;986,8;987,3;986,8;1930,5;31,2;23;33,2;31;23,7;20,6;65;50;62;354;6,6;2,9;
2024/01/03;2000 UTC;0;987;987;986,6;1233,1;30,7;22,7;32,1;30,7;23;21,9;63;56;63;11;6,2;2,1;
2024/01/03;2100 UTC;0;987,8;987,8;987;144,5;27,8;23,4;30,7;27,8;23,8;22,7;77;63;77;17;7,8;1,1;
2024/01/03;2200 UTC;0;988,8;988,8;987,8;10;27,4;23,5;27,8;27,3;23,6;23,2;80;77;79;10;3,2;,6;
2024/01/03;2300 UTC;0;989,7;989,7;988,8;;27,5;23,8;27,6;27,4;23,9;23,5;81;79;81;26;2,7;0;
2024/01/04;0000 UTC;0;990,1;990,2;989,7;;27,3;24,1;27,5;27,2;24,1;23,8;83;81;83;2;2,6;,6;
2024/01/04;0100 UTC;0;990,2;990,3;990,1;;26,8;24,3;27,3;26,8;24,4;24;86;83;86;23;1,8;,2;
2024/01/04;0200 UTC;0;990,8;990,8;990,2;;26,3;24;26,8;26,2;24,4;24;89;86;87;27;2;,6;
2024/01/04;0300 UTC;0;990,2;990,8;990,2;;26,1;23,9;26,4;26,1;24,1;23,9;88;87;88;43;3,2;,8;
2024/01/04;0400 UTC;0;989,8;990,2;989,8;;26;24,1;26,1;26;24,1;23,8;89;88;89;9;2,4;,4;
2024/01/04;0500 UTC;0;989;989,9;989;;26,1;24,1;26,4;26;24,3;24;89;86;88;46;3,7;,5;
2024/01/04;0600 UTC;0;988,8;989;988,8;;25,6;23,9;26,1;25,6;24,1;23,9;90;88;90;39;2,8;,9;
2024/01/04;0700 UTC;0;988,9;988,9;988,7;;25,7;23,9;25,7;25,5;23,9;23,8;91;90;90;19;2,8;1;
2024/01/04;0800 UTC;0;989,3;989,3;988,9;;25,6;23,9;25,7;25,6;23,9;23,7;90;89;90;1;3,7;1;
2024/01/04;0900 UTC;0;989,9;989,9;989,3;2,4;25,4;23,5;25,7;25,4;23,8;23,5;90;88;89;26;4,7;1,4;
2024/01/04;1000 UTC;0;990,6;990,6;989,9;264,6;25,9;23,8;25,9;25,4;23,9;23,5;90;88;88;349;4,1;1,9;
2024/01/04;1100 UTC;0;991,1;991,1;990,6;1071,7;27,5;23,8;27,5;25,9;24,1;23,5;88;80;80;4;4,5;1,6;
2024/01/04;1200 UTC;0;991,5;991,5;991,1;1699,7;28,4;23,3;28,6;27,5;24,3;23,3;81;73;74;2;5,1;2;
2024/01/04;1300 UTC;0;991,9;992;991,5;1319,7;28,9;23,1;29;28,3;23,8;23,1;75;71;71;333;4,3;2,2;
2024/01/04;1400 UTC;0;991,5;991,9;991,5;1715;30;23,8;30,4;28,9;24,6;23;73;68;70;282;4,3;1,3;
2024/01/04;1500 UTC;0;991;991,5;991;1096,3;30,1;23,9;30,6;29,6;24,5;23,5;73;67;69;302;4,2;1,4;
2024/01/04;1600 UTC;,2;990,2;991;990,2;1086,3;28,3;24,5;30,4;28,3;24,9;23,8;81;69;80;83;4,2;,4;
2024/01/04;1700 UTC;,8;989,3;990,2;989,3;369,1;26;24;28,3;25,6;25;23,4;89;79;89;316;4,5;,7;
2024/01/04;1800 UTC;0;988,5;989,3;988,5;670,5;27,3;23,9;27,5;26;24,2;23,3;89;81;82;82;2,5;,1;
2024/01/04;1900 UTC;0;988,1;988,5;987,9;685,9;28,1;24,5;28,2;27,2;24,9;23,9;84;81;81;134;1,3;,2;
2024/01/04;2000 UTC;0;988,4;988,4;988,1;326,1;27,8;24,9;28,1;27,6;25,1;24,5;86;81;84;98;2,2;1,2;
2024/01/04;2100 UTC;0;988,9;988,9;988,3;181,5;27,4;24,9;27,8;27,4;25;24,8;87;84;86;91;1,9;,6;
2024/01/04;2200 UTC;0;989,7;989,7;988,9;13,1;27,1;24,1;27,5;26,9;25;24,1;89;84;84;4;1,8;,4;
2024/01/04;2300 UTC;0;990,3;990,4;989,7;;26,6;24,4;27,3;26,6;24,4;22,9;88;79;88;150;2,2;,8;
2024/01/05;0000 UTC;0;990,5;990,5;990,2;;25,8;24,3;26,6;25,8;24,5;24,3;91;88;91;193;2,3;,4;
2024/01/05;0100 UTC;,2;991,1;991,1;990,5;;25,5;24,2;25,8;25,4;24,3;24,1;92;91;92;124;1,2;0;
2024/01/05;0200 UTC;0;991,2;991,3;991,1;;25,5;24,2;25,5;25,4;24,3;24,2;93;92;93;184;0;0;
2024/01/05;0300 UTC;0;991,1;991,2;991;;25,5;24,3;25,5;25,4;24,3;24,1;93;93;93;160;0;0;
2024/01/05;0400 UTC;0;990,2;991,1;990,2;;25,2;24;25,5;25,2;24,3;24;93;93;93;189;1,4;,4;
2024/01/05;0500 UTC;0;989,8;990,2;989,8;;25;23,8;25,2;25;24;23,8;93;93;93;173;1,8;,1;
2024/01/05;0600 UTC;0;989,4;989,8;989,4;;24,9;23,7;25;24,9;23,9;23,7;93;93;93;174;2,1;,1;
2024/01/05;0700 UTC;0;989,2;989,4;989,2;;24,9;23,8;25;24,9;23,8;23,7;93;93;93;181;2;0;
2024/01/05;0800 UTC;0;989,3;989,3;989,2;;25;23,9;25;24,9;23,9;23,7;94;93;94;215;0;0;
2024/01/05;0900 UTC;0;989,3;989,3;989,2;3,3;24,8;23,8;25;24,8;23,9;23,8;94;94;94;121;0;0;
2024/01/05;1000 UTC;0;990,5;990,5;989,3;145,4;25,3;24;25,3;24,8;24,1;23,8;94;93;93;130;2,4;,1;
2024/01/05;1100 UTC;0;991,1;991,1;990,5;542,5;26,2;24,1;26,2;25,2;24,4;23,9;93;88;88;179;1,9;,7;
2024/01/05;1200 UTC;0;991,5;991,5;991,1;1004,4;27,3;24,3;27,3;26,2;24,5;23,9;88;83;84;192;3;1,4;
2024/01/05;1300 UTC;0;991,4;991,7;991,4;1299,7;28,3;23,8;28,4;27,3;24,5;23,8;84;77;77;191;2,8;1,4;
2024/01/05;1400 UTC;0;991;991,5;991;1994,4;29,8;23,9;30,4;28,2;24,6;23,9;79;69;71;187;4;1,6;
2024/01/05;1500 UTC;0;989,8;991;989,8;2785,6;30,7;24,3;31,2;29,8;25;23,7;72;66;69;203;4,1;1,8;
2024/01/05;1600 UTC;0;989,6;989,8;989,4;2178,3;28,7;23;31,9;27,4;24,7;22;76;63;71;285;9,6;3;
2024/01/05;1700 UTC;0;988,2;989,6;988,2;1613,1;26,5;23;29,8;26,2;24,5;22,3;82;70;81;273;6,6;,9;
2024/01/05;1800 UTC;0;987,9;988,2;987,8;404,5;26,3;23,5;26,8;26,1;23,8;22,9;86;80;85;69;2,6;,6;
2024/01/05;1900 UTC;0;987,5;987,9;987,5;413,3;26,5;23,2;26,9;26,3;23,8;23,2;85;81;82;60;2,3;,9;
2024/01/05;2000 UTC;0;987,6;987,6;987,4;389,6;27,1;23,9;27,3;26,5;24,1;23,1;83;81;83;2;2,3;0;
2024/01/05;2100 UTC;0;988,4;988,5;987,6;168,9;26,9;23,9;27,1;26,9;24,2;23,7;84;83;84;170;2,6;1;
2024/01/05;2200 UTC;0;989,2;989,2;988,4;7,2;26,4;24,2;26,9;26,4;24,2;23,9;87;84;87;204;3,5;1,3;
2024/01/05;2300 UTC;0;989,9;989,9;989,2;;25,8;23,5;26,4;25,8;24,2;23,5;88;85;87;202;4,2;1,7;
2024/01/06;0000 UTC;0;991,3;991,3;989,9;;25,5;23,7;25,8;25,4;23,8;23,5;90;87;90;210;3,9;1,3;
2024/01/06;0100 UTC;,6;992;992;991,3;;25,1;23,7;25,5;25,1;23,9;23,7;92;90;92;206;4,9;2;
2024/01/06;0200 UTC;,2;992,2;992,2;992;;24,8;23,7;25,1;24,8;23,8;23,7;94;92;94;213;4,9;1,4;
2024/01/06;0300 UTC;,2;991,5;992,2;991,5;;24,6;23,6;24,8;24,6;23,7;23,5;94;94;94;233;3,4;1,4;
2024/01/06;0400 UTC;0;990,7;991,5;990,7;;24,5;23,5;24,7;24,5;23,6;23,5;94;94;94;219;2,9;,8;
2024/01/06;0500 UTC;0;990,3;990,7;990,3;;24,3;23,3;24,5;24,3;23,5;23,3;94;94;94;185;3,1;,3;
2024/01/06;0600 UTC;0;990,2;990,3;990,1;;24,3;23,2;24,4;24,3;23,4;23,2;94;93;93;231;2,5;,8;
2024/01/06;0700 UTC;0;990;990,2;990;;24,4;23,2;24,4;24,3;23,3;23,1;94;93;93;210;3;1,4;
2024/01/06;0800 UTC;0;990,4;990,4;989,9;;24,2;23;24,4;24,2;23,2;23;94;93;93;201;3,1;,6;
2024/01/06;0900 UTC;0;991,1;991,1;990,4;1,9;24,2;22,9;24,3;24,1;23,1;22,9;93;92;92;216;2,9;1,2;
2024/01/06;1000 UTC;0;992,1;992,1;991,1;187,3;24,9;23,3;24,9;24,2;23,3;22,9;93;91;91;241;2,9;,8;
2024/01/06;1100 UTC;0;992,4;992,4;992,1;564,8;25,4;23,1;25,4;24,8;23,3;23;91;87;87;213;3,9;2;
2024/01/06;1200 UTC;0;992,6;992,6;992,4;1219,4;26,6;23,2;26,8;25,4;23,6;23;87;81;82;200;4,4;1,7;
2024/01/06;1300 UTC;0;992,3;992,6;992,3;2658,6;28;23,4;28,1;26,6;23,8;23;82;75;76;220;4,3;1,9;
2024/01/06;1400 UTC;0;991,6;992,3;991,6;3481;30,5;23,7;30,5;28;24,5;23;77;65;67;174;4,7;1,9;
2024/01/06;1500 UTC;0;990,8;991,6;990,8;3573,6;31,3;23,5;31,8;30,2;24,1;22,6;67;61;63;218;4,5;2,1;
2024/01/06;1600 UTC;0;989,8;990,8;989,8;3242,9;31,7;22,4;32,6;30,9;23,9;22,4;64;57;58;239;4;1,2;
2024/01/06;1700 UTC;0;988,6;989,8;988,6;3478,6;33,4;21,5;33,5;31,6;23,6;21,2;61;49;50;214;3,7;1,7;
2024/01/06;1800 UTC;0;987,3;988,6;987,3;2766,4;32,5;22;34,3;32,5;22,9;20,9;55;48;54;205;4,1;1,7;
2024/01/06;1900 UTC;0;986,9;987,3;986,9;1922,5;33,7;22,7;34,2;32,4;22,9;21,7;56;50;53;203;3,6;1,7;
2024/01/06;2000 UTC;0;986,6;986,9;986,5;1559,1;33,2;22,5;34,1;32,9;22,9;21,8;54;49;54;244;5,1;1,6;
2024/01/06;2100 UTC;0;987,1;987,1;986,6;639,1;30,7;22,9;33,4;30,7;23,7;22,5;64;53;63;278;5,2;1,1;
2024/01/06;2200 UTC;0;988;988;987,1;27,1;28,8;23,2;30,7;28,8;23,5;22,8;73;63;72;30;4,5;0;
2024/01/06;2300 UTC;0;988,8;988,8;988;;27,7;22,7;28,8;27,7;23,5;22,7;75;72;74;334;2,3;,2;
2024/01/07;0000 UTC;0;989,6;989,6;988,9;;26,9;23,3;27,7;26,9;23,4;22,7;81;74;81;329;1,8;0;
2024/01/07;0100 UTC;0;989,9;989,9;989,6;;26,5;23,2;26,9;26,5;23,3;22,9;82;80;82;233;1,8;0;
2024/01/07;0200 UTC;0;989,9;990,1;989,9;;26,3;23,7;26,5;26,2;23,9;23;87;82;86;172;,9;,1;
2024/01/07;0300 UTC;0;989,7;989,9;989,7;;26,2;24,1;26,4;26,2;24,1;23,3;88;83;88;215;1,5;0;
2024/01/07;0400 UTC;0;989,2;989,7;989,2;;26;23,8;26,2;26;24,1;23,6;88;86;88;273;1,4;0;
2024/01/07;0500 UTC;0;988,8;989,2;988,8;;26;24,1;26;25,8;24,2;23,8;90;88;89;220;0;0;
2024/01/07;0600 UTC;0;988,7;988,9;988,7;;25,9;24,1;26,1;25,9;24,3;24,1;90;89;90;179;0;0;
2024/01/07;0700 UTC;0;989;989;988,7;;25,5;23,9;25,9;25,5;24,1;23,8;91;89;91;110;0;0;
2024/01/07;0800 UTC;0;989,5;989,5;989;;25,4;24;25,6;25,4;24,2;23,8;92;91;92;51;0;0;
2024/01/07;0900 UTC;0;990,1;990,1;989,5;4,9;25,3;24,1;25,4;25,2;24,1;23,9;93;92;93;66;0;0;
2024/01/07;1000 UTC;0;990,7;990,7;990,1;276,9;26,4;24,4;26,5;25,3;24,8;24,1;93;88;88;334;1,4;,6;
2024/01/07;1100 UTC;0;991,1;991,1;990,7;1352,1;28,6;24,2;28,8;26,4;24,7;23,9;88;76;77;281;1,9;,1;
2024/01/07;1200 UTC;0;991,8;991,8;991,1;1041,6;29,4;24,1;29,5;28,6;24,5;23,9;77;74;74;27;2,1;,7;
2024/01/07;1300 UTC;0;991,7;992;991,7;1963,8;31,4;24,1;31,4;29,2;24,8;23,8;74;65;65;276;3,6;1,7;
2024/01/07;1400 UTC;0;990,8;991,7;990,8;2174,2;30,3;24,3;32;30,2;24,8;23,6;70;62;70;327;4,6;1,3;
2024/01/07;1500 UTC;0;989,7;990,8;989,7;2385,6;30,8;23,8;34,3;30,3;26,1;23,4;75;57;66;259;4,8;2;
2024/01/07;1600 UTC;3,4;990;990,1;989,7;661,5;25,5;23,3;30,9;25,5;25,1;23,3;88;66;88;190;9,9;3,8;
2024/01/07;1700 UTC;1,4;988,7;990;988,7;247;25,3;23,8;25,5;25,2;23,9;23,3;91;88;91;252;7,9;,3;
2024/01/07;1800 UTC;0;988;988,8;988;426,9;26,4;24,3;26,4;25,4;24,4;23,8;91;88;88;251;1,3;0;
2024/01/07;1900 UTC;0;988;988,2;987,9;561,3;27,2;23,8;27,2;26,4;24,4;23,6;88;81;82;256;2,4;0;
2024/01/07;2000 UTC;0;987,8;988;987,6;1212,4;28,4;24,2;28,8;27,2;24,5;23,5;82;75;78;261;2,1;,2;
2024/01/07;2100 UTC;0;988,8;988,8;987,8;237,6;27,9;24,6;28,5;27,9;24,7;24;82;77;82;217;1,3;0;
2024/01/07;2200 UTC;0;989,7;989,7;988,8;8,5;27,1;23,6;27,9;27,1;24,9;23,3;86;80;81;334;2,1;,2;
2024/01/07;2300 UTC;0;990,5;990,5;989,7;;26,6;23,9;27,1;26,6;23,9;23,2;85;80;85;338;2;,6;
2024/01/08;0000 UTC;0;991,8;991,8;990,5;;26,5;24,3;26,7;26,3;24,6;23,9;90;85;88;10;5,3;2;
2024/01/08;0100 UTC;0;991,9;992,2;991,8;;25,1;21,8;26,7;25,1;24,4;21,8;88;80;82;345;8;2,3;
2024/01/08;0200 UTC;0;990,9;991,9;990,9;;24,5;21,8;25,1;24,5;22,1;21,7;86;82;85;347;5,4;1,2;
2024/01/08;0300 UTC;0;990,6;990,9;990,6;;24,1;21,5;24,5;24,1;21,8;21,4;87;85;85;312;2,8;,6;
2024/01/08;0400 UTC;0;990,3;990,8;990,2;;23,8;21;24,1;23,8;21,5;20,9;86;83;84;32;2;,5;
2024/01/08;0500 UTC;0;989,6;990,4;989,6;;23,5;21,9;23,8;23,5;21,9;21;91;84;91;95;2,3;,1;
2024/01/08;0600 UTC;0;989,4;989,6;989,3;;23,5;22;23,5;23,3;22,1;21,8;92;91;91;266;1,2;,4;
2024/01/08;0700 UTC;0;989,6;989,6;989,3;;23,6;22;23,6;23,3;22;21,8;92;91;91;245;1,4;,1;
2024/01/08;0800 UTC;0;990,1;990,1;989,6;;23,4;22;23,6;23,4;22;21,8;92;90;92;325;1;0;
2024/01/08;0900 UTC;0;990,8;990,8;990,1;1,3;23,4;22,1;23,5;23,3;22,1;21,9;93;92;93;66;,9;0;
2024/01/08;1000 UTC;0;991,2;991,2;990,8;195,7;24,1;22,3;24,1;23,3;22,4;22,1;93;90;90;81;1,9;,4;
2024/01/08;1100 UTC;0;991,6;991,6;991,2;659;25,5;22,2;25,6;24,1;22,6;22,1;90;81;82;34;2;,8;
2024/01/08;1200 UTC;0;992,4;992,4;991,6;1119,9;26,6;22,5;26,7;25,5;23,2;22,3;83;79;79;349;2,8;1;
2024/01/08;1300 UTC;0;993;993;992,4;956,9;27;22,8;27,6;26,5;23,2;22,3;80;74;78;2;3,4;1,3;
2024/01/08;1400 UTC;0;992,1;993;992,1;2075,9;28,1;23,1;28,2;27;23,3;22,6;78;73;74;335;4,9;2,6;
2024/01/08;1500 UTC;0;991,1;992,1;991,1;3005;30;23,4;30;28,1;23,6;22,6;75;66;68;355;4,9;2,2;
